inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;;inf-norm-Clever-5-samples;;inf-norm-Clever-20-samples;;inf-norm-Clever-100-samples;;inf-norm-Clever-1024-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;;2-norm-Clever-5-samples;;2-norm-Clever-20-samples;;2-norm-Clever-100-samples;;2-norm-Clever-1024-samples;1-norm-min-adv-dist;1-norm-PGD-dist;1-norm-sec-att-dist;1-norm-Clever-5-samples;1-norm-Clever-20-samples;1-norm-Clever-100-samples;;1-norm-Clever-1024-samples
0,007500127;0,007500127;0,0219658911;1;0,0112;1;0,0112;1;0,0099;1;0,0092;0,234;0,2678;0,234;0;0,0056;0;0,0145;0;0,0034;0;0,0303;5,2522;10,7266;5,2522;4,5873;0,0292;0,0059;0;0,0053
0,007500127;0,007500127;0,0343016237;1;0,0119;1;0,01;0;0,0064;0;0,0061;0,234;0,234;0,3661;0;0,0053;0;0,0032;0;0,0015;0;0,0033;5,2531;7,9202;5,2531;3,097;2,6776;0,0064;0;2,0458
0,007500127;0,007500127;0,0267522931;1;0,0134;1;0,0102;1;0,0096;0;0,0073;0,234;0,2718;0,234;1;0,613;1;0,8078;0;0,0028;0;0,0023;5,2952;8,2418;5,2952;1,7676;1,7115;1,5483;0;1,5117
0,007500127;0,007500127;0,0199815929;1;0,0169;1;0,0124;0;0,0069;0;0,0038;0,2343;0,2499;0,2343;1;0,5645;0;0,0041;1;0,3786;0;0,0005;5,3006;7,3725;5,3006;1,368;0,0048;0,0185;0;0,7675
0,007500127;0,007500127;0,0235739201;1;0,009;1;0,0097;1;0,0081;0;0,0069;0,2359;0,2359;0,2876;1;0,8151;0;0,0057;0;0,0047;0;0,0011;5,3108;13,7608;5,3108;5,2073;5,6654;0,0356;0;0,0547
0,007500127;0,007500127;0,0293560773;1;0,0101;1;0,0105;1;0,0078;0;0,0065;0,2365;0,2365;0,2494;0;0,011;0;0,0045;0;0,0095;1;0,2929;5,3224;9,1689;5,3224;4,1797;3,9687;0,0193;0;0,0052
0,007500127;0,007500127;0,0210131705;0;0,0054;0;0,0067;0;0,0047;0;0,0043;0,2372;0,4033;0,2372;0;0,009;0;0,0192;0;0,006;0;0,004;5,3274;11,4969;5,3274;0,0217;2,3319;0,0053;0;0,0246
0,007800132;0,007800132;0,0176627487;1;0,0223;1;0,0144;1;0,0153;1;0,0107;0,2377;0,2377;0,2431;0;0,0147;1;0,7406;0;0,0062;0;0,1751;5,3497;9,9708;5,3497;5,21;0,0039;1,8513;0;3,5192
0,007800132;0,007800132;0,0288262367;1;0,0147;1;0,0145;1;0,0111;1;0,0112;0,2408;0,2408;0,3171;0;0,0086;0;0,0094;0;0,0046;0;0,0024;5,3643;6,8179;5,3643;1,8434;1,5993;1,3963;0;1,365
0,007800132;0,007800132;0,0243303776;1;0,0114;1;0,0095;1;0,0087;0;0,0062;0,2411;0,2612;0,2411;1;0,4278;0;0,0047;0;0,0126;0;0,0057;5,3773;16,6258;5,3773;5,4049;4,4375;0,0191;0;0,0231
0,007800132;0,007800132;0,0237109065;1;0,0194;1;0,018;1;0,0125;1;0,0123;0,2421;0,2421;0,3222;1;0,6407;0;0,0069;1;0,5701;0;0,01;5,4185;12,1003;5,4185;7,7461;8,1814;6,7889;1;6,5632
0,007800132;0,007800132;0,0228144228;1;0,0163;1;0,0134;1;0,0126;1;0,0106;0,2428;0,2428;0,2614;1;0,6221;0;0,005;1;0,549;0;0,0037;5,4397;8,4902;5,4397;0,0041;2,0686;0,0093;0;0,0053
0,007800132;0,007800132;0,0186626911;1;0,0118;1;0,0106;1;0,0083;0;0,0053;0,2456;0,2456;0,2957;1;0,6699;0;0,004;0;0,004;0;0,0022;5,4556;11,242;5,4556;2,4998;1,781;0,0182;0;0,0095
0,0078012943;0,0078012943;0,0360158384;1;0,0126;1;0,0118;1;0,0098;1;0,0096;0,2483;0,2483;0,2499;0;0,0019;0;0,0089;0;0,0064;0;0,0098;5,4882;15,8565;5,4882;7,7735;7,0934;6,3447;1;5,6627
0,0078012943;0,0078012943;0,023186028;1;0,0156;1;0,0136;1;0,0126;1;0,01;0,2491;0,2641;0,2491;0;0,0051;0;0,0081;0;0,0011;0;0,0328;5,5256;11,891;5,5256;4,0047;3,7677;3,4274;0;0,0119
0,0081001371;0,0081001371;0,021700114;1;0,0127;1;0,0135;0;0,0073;0;0,0066;0,2492;0,2911;0,2492;0;0,0016;0;0,0034;0;0,001;0;0,0085;5,5508;12,1375;5,5508;4,1994;3,658;0,0116;0;0,0049
0,0081001371;0,0081001371;0,024897635;1;0,0151;1;0,0135;1;0,0143;1;0,0105;0,2499;0,2499;0,3634;1;0,2853;1;0,2615;0;0,0243;0;0,0018;5,5636;15,2872;5,5636;5,2638;4,7579;1,5533;0;4,1734
0,0081001371;0,0081001371;0,020981878;1;0,0122;1;0,0104;1;0,0095;1;0,0087;0,2525;0,2525;0,2549;0;0,0037;0;0,0048;0;0,0016;0;0,0017;5,5845;8,1795;5,5845;0,0057;0,0117;0,0226;0;0,0225
0,0081001371;0,0081001371;0,0334987789;1;0,0217;1;0,0165;1;0,0177;1;0,0134;0,2537;0,257;0,2537;0;0,0054;0;0,0018;0;0,0017;0;0,0022;5,6174;10,5996;5,6174;7,4873;6,3935;5,0265;0;4,8894
0,0081001371;0,0081001371;0,0206763148;0;0,0074;0;0,0062;0;0,0054;0;0,0041;0,2545;0,3318;0,2545;0;0,0019;0;0,0019;0;0,0031;0;0,0022;5,6779;7,9723;5,6779;0,0085;0,0062;0,0098;0;0,0093
0,0081001371;0,0081001371;0,0406856835;1;0,0099;1;0,0111;1;0,01;0;0,0077;0,2556;0,2556;0,2568;0;0,0069;1;0,4727;0;0,0008;1;0,4802;5,6918;6,9151;5,6918;3,4452;0,031;0,0256;0;2,2887
0,0081013441;0,0081013441;0,0251806378;1;0,0206;1;0,0139;0;0,0078;1;0,0085;0,2562;0,2665;0,2562;0;0,0211;0;0,0095;0;0,0052;0;0,0025;5,7527;10,5;5,7527;3,1602;2,2363;0,0122;0;2,34
0,0081013441;0,0081013441;0,0338982642;1;0,0252;1;0,0154;1;0,0192;1;0,014;0,2574;0,2574;0,4494;0;0,0081;0;0,0052;0;0,0077;0;0,0031;5,8451;8,5472;5,8451;0,0091;2,5278;2,1766;0;1,7587
0,0084001422;0,0084001422;0,0240991861;1;0,0142;1;0,0129;1;0,0124;1;0,0111;0,2592;0,2592;0,4079;0;0,022;0;0,0034;0;0,0032;0;0,006;5,8502;7,5479;5,8502;4,9423;4,471;0,0115;0;0,0204
0,0084001422;0,0084001422;0,0279650092;1;0,0191;1;0,0172;1;0,0154;1;0,0131;0,2611;0,2611;0,349;0;0,0021;0;0,0062;0;0,0035;0;0,0026;5,8819;11,0951;5,8819;6,5024;6,4298;0,0171;0;5,0467
0,0084001422;0,0084001422;0,0257364511;1;0,0159;1;0,0142;1;0,013;1;0,0116;0,2639;0,2639;0,2747;0;0,0149;0;0,0198;0;0,0027;0;0,0033;5,8834;10,4322;5,8834;5,4122;4,4067;3,9983;0;0,0055
0,0084013939;0,0084013939;0,0255134106;1;0,014;1;0,0112;1;0,0098;1;0,0085;0,2644;0,2644;0,2988;0;0,0313;0;0,0104;1;0,381;0;0,0029;5,9138;9,041;5,9138;2,9132;2,3333;0,0344;0;2,0007
0,0087001473;0,0087001473;0,0362942517;1;0,0253;1;0,0198;1;0,0197;1;0,0152;0,2657;0,3118;0,2657;1;0,8753;0;0,0109;0;0,0049;0;0,0024;5,9288;6,7714;5,9288;1,3843;0,0096;0,0017;0;0,011
0,0087001473;0,0087001473;0,0243104696;1;0,0144;1;0,0153;1;0,0163;1;0,0128;0,2672;0,2979;0,2672;0;0,0096;1;0,4178;1;0,4004;0;0,2274;5,9347;25,5289;5,9347;7,7899;7,0385;6,5846;1;6,2448
0,0087001473;0,0087001473;0,0316442251;1;0,0131;1;0,0134;1;0,0106;0;0,008;0,2679;0,2778;0,2679;0;0,0113;0;0,0131;0;0,0525;0;0,009;5,9358;10,2002;5,9358;1,6126;1,3193;1,4183;0;1,2089
0,0087001473;0,0087001473;0,0279999673;1;0,0146;1;0,017;1;0,0131;1;0,0121;0,268;0,2905;0,268;0;0,0027;0;0,0053;0;0,0038;0;0,013;5,9603;10,1716;5,9603;6,8632;5,5254;5,0491;0;4,5264
0,0087001473;0,0087001473;0,0344122648;1;0,0201;1;0,0164;1;0,0176;1;0,0142;0,2684;0,2924;0,2684;0;0,0045;0;0,0034;0;0,0022;0;0,0004;6,0004;10,0641;6,0004;2,9126;2,7629;2,3915;0;1,4328
0,0087001473;0,0087001473;0,0292374194;1;0,0121;1;0,0118;1;0,0115;1;0,0106;0,2713;0,2713;0,2737;1;0,4677;1;0,3031;0;0,0028;0;0,0019;6,014;6,014;6,8428;0,0117;4,4237;3,5692;0;2,365
0,0087001473;0,0087001473;0,0271067917;1;0,0153;1;0,0147;1;0,0138;1;0,0135;0,2719;0,2719;0,2732;0;0,0031;0;0,005;0;0,0049;0;0,0016;6,0404;11,2225;6,0404;3,6623;1,25;0,5867;0;0,0109
0,0087001473;0,0087001473;0,0339026004;1;0,0191;1;0,0167;1;0,0124;1;0,0124;0,272;0,272;0,3303;1;0,4817;0;0,0077;0;0,004;0;0,039;6,0569;10,89;6,0569;4,1699;3,5158;3,1653;0;2,6685
0,0087006688;0,0087006688;0,028622061;1;0,0216;1;0,02;1;0,0164;1;0,0145;0,2725;0,2725;0,3192;0;0,0024;0;0,0128;0;0,002;1;0,3706;6,096;13,0144;6,096;6,8494;6,4417;5,3841;0;4,75
0,0087006688;0,0087006688;0,0315049589;1;0,0227;1;0,0197;1;0,0171;1;0,016;0,2728;0,304;0,2728;0;0,0036;1;0,6805;0;0,0038;0;0,0009;6,1353;10,5682;6,1353;3,1206;2,4869;0,0058;0;2,0717
0,0090001523;0,0090001523;0,0237427354;1;0,0158;1;0,0139;1;0,0121;0;0,0069;0,2745;0,2951;0,2745;0;0,0033;0;0,0092;0;0,0117;0;0,0066;6,1889;12,3279;6,1889;5,5379;5,0101;0,0148;0;0,0066
0,0090001523;0,0090001523;0,0256156027;1;0,011;0;0,0084;0;0,0081;0;0,0073;0,275;0,275;0,3299;0;0,0124;0;0,0033;0;0,0079;0;0,0117;6,1907;9,373;6,1907;3,8239;0,0259;0,0482;0;0,0199
0,0090001523;0,0090001523;0,0430357754;1;0,0244;1;0,0241;1;0,0207;1;0,0157;0,2755;0,2755;0,3136;0;0,0031;0;0,0037;0;0,0029;0;0,0024;6,2293;9,8741;6,2293;2,6726;1,8266;0,0187;0;0,2815
0,0090001523;0,0090001523;0,0286848545;1;0,0211;1;0,0197;1;0,0162;1;0,0165;0,2759;0,3046;0,2759;0;0,0045;0;0,0016;0;0,0131;0;0,0034;6,2865;14,2869;6,2865;5,2764;0,0401;3,7825;0;3,5048
0,0090001523;0,0090001523;0,0359351933;1;0,0154;1;0,0122;1;0,0129;1;0,01;0,276;0,3094;0,276;1;0,8027;1;0,7414;1;0,6131;0;0,0295;6,3187;13,1499;6,3187;3,4985;2,8943;2,8394;0;0,0108
0,0090001523;0,0090001523;0,0299959183;1;0,0167;1;0,0142;1;0,0122;1;0,0115;0,2763;0,3678;0,2763;0;0,0036;0;0,0087;0;0,0028;0;0,0059;6,3286;7,4504;6,3286;3,3961;0,0108;2,4987;0;0,0244
0,0090001523;0,0090001523;0,0246676505;1;0,0162;1;0,0167;1;0,0154;1;0,0129;0,2777;0,2777;0,3143;0;0,0052;0;0,002;0;0,0026;0;0,0049;6,3584;12,3004;6,3584;6,1796;5,7177;4,5612;0;3,1262
0,0090001523;0,0090001523;0,0294032246;1;0,0128;1;0,0111;1;0,0093;0;0,0088;0,2787;0,3237;0,2787;0;0,0053;0;0,0012;0;0,0035;0;0,0046;6,3596;10,925;6,3596;3,0218;2,1153;0,0034;0;0,0123
0,0090001523;0,0090001523;0,0230194926;1;0,0243;1;0,0175;1;0,0168;1;0,0152;0,2789;0,3027;0,2789;1;0,9005;0;0,0027;0;0,0041;0;0,0041;6,398;8,6975;6,398;0,21;0,2211;0,7577;0;0,0093
0,0090014935;0,0090014935;0,0277038813;1;0,0133;1;0,0117;1;0,0099;1;0,0112;0,2796;0,2796;0,3027;0;0,0288;0;0,0012;0;0,0039;0;0,0027;6,4443;10,8617;6,4443;4,0824;3,5425;2,904;0;0,0109
0,0090014935;0,0090014935;0,0270372331;0;0,0066;1;0,013;0;0,0089;0;0,0081;0,2859;0,2859;0,3593;0;0,222;0;0,0278;0;0,0105;0;0,0229;6,4573;10,9339;6,4573;0,0077;1,5959;0,0108;0;0,0056
0,0090014935;0,0090014935;0,0203725547;1;0,0157;1;0,0113;1;0,0096;0;0,0084;0,2862;0,4016;0,2862;0;0,013;1;1,1564;0;0,0042;0;0,0284;6,4851;19,6146;6,4851;5,6517;4,5819;1,7339;0;3,7536
0,0090014935;0,0090014935;0,029946059;1;0,0151;1;0,0116;0;0,0075;0;0,0063;0,2863;0,2863;0,2924;1;0,6815;0;0,0277;0;0,0783;0;0,0048;6,5813;7,9115;6,5813;3,6647;3,2342;2,0596;0;2,2858
0,0090014935;0,0090014935;0,0280967355;1;0,0194;1;0,0174;1;0,0164;1;0,014;0,2877;0,3193;0,2877;0;0,0086;1;0,7689;0;0,0073;0;0,0037;6,5893;13,5054;6,5893;5,5645;4,7553;3,9197;0;3,8048
0,0090014935;0,0090014935;0,0331239998;1;0,0252;1;0,0236;1;0,0202;1;0,0188;0,2882;0,4004;0,2882;0;0,0093;0;0,0081;0;0,0048;0;0,0033;6,5986;8,0332;6,5986;4,7305;2,5255;0,0163;0;2,1385
0,0093001574;0,0093001574;0,0356043726;1;0,0253;1;0,0199;1;0,0129;1;0,0135;0,2906;0,3762;0,2906;0;0,0041;0;0,0323;0;0,0016;1;0,4053;6,611;8,1798;6,611;1,9386;0,0068;1,0937;0;1,1101
0,0093001574;0,0093001574;0,029612571;1;0,0149;1;0,0133;1;0,0121;0;0,009;0,291;0,291;0,2973;0;0,0131;0;0,0052;0;0,0093;0;0,006;6,6148;11,3151;6,6148;4,6264;4,2864;0,0136;0;0,0376
0,0093001574;0,0093001574;0,0367046297;1;0,0296;1;0,0158;1;0,0192;1;0,0119;0,2942;0,3087;0,2942;1;0,752;0;0,0038;1;0,7961;0;0,002;6,6395;12,7982;6,6395;0,0037;0,0193;0,1129;0;2,3212
0,0093001574;0,0093001574;0,0305118859;1;0,0163;1;0,0179;1;0,0168;1;0,0138;0,2943;0,2943;0,3375;0;0,0296;1;0,5671;0;0,0029;0;0,2714;6,6721;14,4801;6,6721;6,037;6,0878;0,0469;0;4,6203
0,0093001574;0,0093001574;0,0284841508;1;0,0285;1;0,0169;1;0,0138;1;0,011;0,2953;0,2953;0,3517;0;0,0211;0;0,0023;1;0,3688;0;0,0079;6,7751;9,4932;6,7751;5,8308;5,0712;4,4821;0;4,432
0,0093001574;0,0093001574;0,0376700461;1;0,0183;1;0,0205;1;0,0172;1;0,0144;0,2978;0,2978;0,3149;0;0,0018;0;0,0053;0;0,0056;0;0,0036;6,7981;11,7601;6,7981;3,6107;3,702;3,3675;0;2,7943
0,0096001625;0,0096001625;0,0362189114;1;0,0309;1;0,0263;1;0,0257;1;0,0185;0,2994;0,2994;0,3166;0;0,1521;0;0,0438;0;0,0094;0;0,0054;6,804;11,99;6,804;3,7277;2,9653;0,0629;0;0,0067
0,0096001625;0,0096001625;0,0387631655;1;0,0274;1;0,0276;1;0,0262;1;0,0225;0,3029;0,3073;0,3029;0;0,0025;0;0,0424;0;0,0067;0;0,0114;6,8393;10,6813;6,8393;4,4731;0,0077;0,0055;0;2,4768
0,009601593;0,009601593;0,0314808637;1;0,0242;1;0,0219;1;0,0197;1;0,0162;0,3076;0,3076;0,3366;0;0,0357;0;0,0048;0;0,0053;0;0,0047;6,8699;9,7909;6,8699;2,7545;2,2268;1,5219;0;0,92
0,0099001676;0,0099001676;0,028010875;1;0,024;1;0,0228;1;0,0199;1;0,0123;0,3078;0,3078;0,327;1;0,8389;0;0,0051;0;0,0043;0;0,0043;6,8844;12,0255;6,8844;3,4218;2,8049;0,0059;0;0,0095
0,0099001676;0,0099001676;0,0278122127;1;0,022;1;0,0215;1;0,0178;1;0,0152;0,3087;0,3087;0,32;1;0,8726;0;0,0102;0;0,0283;1;0,6628;6,9109;16,4992;6,9109;3,3225;0,0133;0,0088;0;0,1775
0,0099001676;0,0099001676;0,0239179805;1;0,0162;1;0,013;0;0,0091;0;0,0037;0,3105;0,3466;0,3105;0;0,0751;1;0,6504;0;0,0116;0;0,0013;6,958;17,6183;6,958;0,0203;0,0181;2,286;0;0,0032
0,0099001676;0,0099001676;0,0261491835;1;0,0117;1;0,0108;1;0,01;0;0,0087;0,312;0,312;0,3376;0;0,0372;1;0,6427;0;0,0125;1;0,494;6,9757;13,5707;6,9757;6,4851;5,381;4,3798;0;3,905
0,0099001676;0,0099001676;0,0283068419;1;0,0124;0;0,0077;1;0,0103;0;0,0068;0,3125;0,3125;0,3192;1;0,417;0;0,0202;0;0,0312;1;0,572;7,0149;12,4288;7,0149;6,3259;4,843;4,8523;0;0,0829
0,0099001676;0,0099001676;0,0283178091;1;0,011;0;0,0078;0;0,0083;0;0,0075;0,3139;0,3139;0,4992;1;1,1564;0;0,0167;0;0,0026;0;0,0062;7,0283;17,2008;7,0283;4,0211;3,6052;0,0399;0;3,0233
0,0099016428;0,0099016428;0,0243771672;1;0,0166;1;0,0133;1;0,0142;1;0,0103;0,3141;0,3297;0,3141;1;0,7987;0;0,0279;0;0,0083;0;0,1027;7,0378;14,8075;7,0378;2,5676;0,0129;0,0267;0;0,0067
0,0099016428;0,0099016428;0,0356707424;0;0,0027;1;0,0141;1;0,015;1;0,0143;0,315;0,3448;0,315;0;0,0031;0;0,0027;1;0,4308;1;0,3227;7,0477;10,3216;7,0477;5,5625;4,5318;4,43;0;4,1204
0,0101996958;0,0101996958;0,0249236226;1;0,0148;1;0,0144;1;0,0125;1;0,0121;0,3153;0,3153;0,3356;1;0,9153;0;0,0295;0;0,0011;1;0,7849;7,061;11,8359;7,061;3,7558;0,1542;3,5593;0;0,0055
0,0102001727;0,0102001727;0,026791811;1;0,0139;1;0,0134;1;0,0139;1;0,0118;0,3167;0,3167;0,3785;0;0,0189;0;0,0038;0;0,0055;0;0,0036;7,0906;10,3091;7,0906;1,8294;2,2159;0,1399;0;1,647
0,0102001727;0,0102001727;0,0260488689;1;0,0172;1;0,0162;1;0,0145;1;0,0137;0,3174;0,3174;0,3441;0;0,0091;0;0,0034;0;0,0034;0;0,0255;7,1958;20,1251;7,1958;0,0084;0,0157;0,014;0;0,0261
0,0102001727;0,0102001727;0,025936991;1;0,0223;1;0,0212;1;0,0195;1;0,0156;0,3177;0,3177;0,3257;0;0,0111;0;0,0103;0;0,0012;0;0,0026;7,2149;9,6738;7,2149;2,1942;0,0303;0,0054;0;0,0912
0,0102001727;0,0102001727;0,0314978361;1;0,0228;1;0,0224;1;0,0188;1;0,0175;0,318;0,318;0,5275;0;0,006;0;0,0108;0;0,0054;0;0,0067;7,2537;13,4311;7,2537;2,2587;1,84;0,0055;0;0,0152
0,0102016926;0,0102016926;0,040355131;0;0,0094;0;0,0019;0;0,0081;0;0,0075;0,3198;0,4185;0,3198;0;0,0136;0;0,0049;0;0,0024;0;0,0029;7,2779;12,0794;7,2779;5,5006;4,8438;3,725;0;3,8562
0,0102016926;0,0102016926;0,0329966843;1;0,0359;1;0,0314;1;0,021;1;0,0222;0,3244;0,3244;0,3352;0;0,0155;0;0,021;0;0,027;0;0,0037;7,3032;13,1148;7,3032;4,1539;4,4324;3,8863;0;3,4196
0,0102016926;0,0102016926;0,0283652246;1;0,0126;1;0,0115;0;0,0084;0;0,0086;0,3247;0,3684;0,3247;0;0,0095;0;0,0279;1;0,5039;0;0,0124;7,3289;14,9739;7,3289;4,4498;3,2651;0,0119;0;2,6528
0,0105001777;0,0105001777;0,0233083665;1;0,0193;1;0,0179;0;0,0012;1;0,0154;0,3248;0,3248;0,3248;1;0,5939;0;0,0016;1;0,4667;0;0,0143;7,3396;11,5597;7,3396;3,9741;0,0576;0,0184;0;0,0083
0,0105001777;0,0105001777;0,0316738188;1;0,019;0;0,0035;1;0,0165;1;0,016;0,3269;0,5076;0,3269;0;0,0254;0;0,0784;0;0,2916;0;0,0557;7,3407;12,1605;7,3407;3,0154;0,0156;0,4431;0;0,0124
0,0105001777;0,0105001777;0,0333104506;1;0,0209;1;0,0203;1;0,0173;1;0,014;0,3275;0,4209;0,3275;0;0,005;0;0,0106;0;0,0086;1;0,6052;7,402;15,7251;7,402;7,1201;0,0201;0,009;0;0,0359
0,0105001777;0,0105001777;0,0281186402;1;0,0278;1;0,0237;1;0,0222;1;0,0197;0,3277;0,3833;0,3277;0;0,0097;0;0,0082;1;0,8551;0;0,013;7,4206;15,8237;7,4206;0,1046;3,8279;0,0611;0;2,3713
0,0105001777;0,0105001777;0,0273432434;1;0,0154;1;0,015;1;0,0137;1;0,0134;0,3296;0,3474;0,3296;0;0,0233;0;0,0032;0;0,0054;0;0,3142;7,4344;8,7764;7,4344;4,7474;0,0271;0,0533;0;0,0267
0,0105001926;0,0105001926;0,0283359289;0;0,0034;1;0,0176;1;0,0172;1;0,0152;0,3299;0,3299;0,3567;1;0,3701;1;0,4062;0;0,0053;0;0,0017;7,5034;8,0687;7,5034;4,589;0,0119;0,0061;0;0,0665
0,0105017424;0,0105017424;0,0374029726;0;0,0037;1;0,0168;1;0,013;1;0,0116;0,3308;0,3308;0,3593;0;0,0052;0;0,0216;0;0,0028;0;0,0011;7,5092;13,1436;7,5092;3,3836;2,873;2,007;0;2,4524
0,0105017424;0,0105017424;0,0330862999;1;0,0154;1;0,016;1;0,014;1;0,0127;0,3311;0,3657;0,3311;0;0,0101;0;0,0525;0;0,004;0;0,0043;7,606;11,9872;7,606;5,391;0,0445;4,1507;0;3,8428
0,0108001828;0,0108001828;0,0230982602;1;0,0266;1;0,0227;1;0,0179;1;0,0165;0,3316;0,3316;0,3797;0;0,0045;0;0,0011;1;0,4824;0;0,0065;7,6073;11,0347;7,6073;5,82;5,3444;0,0488;0;4,9657
0,0108001828;0,0108001828;0,0316288322;1;0,0245;1;0,0211;1;0,0217;1;0,0192;0,3329;0,4731;0,3329;1;0,907;0;0,0019;0;0,0156;0;0,0021;7,6204;11,417;7,6204;0,0066;2,8418;0,0256;0;0,0048
0,0108001828;0,0108001828;0,0393070281;1;0,0235;1;0,0184;1;0,019;1;0,016;0,334;0,334;0,4653;0;0,0055;1;0,9271;0;0,0024;0;0,0081;7,6502;18,4606;7,6502;5,1899;4,0407;4,1774;0;3,959
0,0108017921;0,0108017921;0,0655121505;1;0,0229;1;0,0212;1;0,0198;1;0,0195;0,3347;0,3997;0,3347;1;0,5737;0;0,0073;0;0,0329;0;0,0065;7,703;13,4938;7,703;8,2603;7,4923;6,1505;0;0,0161
0,0111001879;0,0111001879;0,0255867541;1;0,0186;1;0,0179;1;0,0167;1;0,0149;0,3377;0,3406;0,3377;1;0,6193;0;0,0091;0;0,0017;0;0,2034;7,707;10,6884;7,707;5,9395;5,3854;4,9352;0;0,0261
0,0111001879;0,0111001879;0,0320191681;1;0,0172;1;0,0149;1;0,0133;1;0,0128;0,3384;0,4093;0,3384;1;0,981;0;0,0299;0;0,0019;0;0,002;7,7258;20,2081;7,7258;4,8035;0,0262;0,0132;0;0,0059
0,0111001879;0,0111001879;0,027456671;1;0,0192;1;0,0181;1;0,0152;1;0,0142;0,3387;0,3387;0,4212;0;0,0035;0;0,0048;0;0,0148;0;0,0092;7,848;14,3158;7,848;0,0046;4,8741;0,0048;0;1,6832
0,0111001879;0,0111001879;0,0366006792;1;0,0289;1;0,0284;1;0,0271;1;0,0257;0,3438;0,4033;0,3438;0;0,0134;1;0,8582;0;0,0026;0;0,0122;7,8773;14,3007;7,8773;4,0811;0,0497;3,5645;0;3,09
0,0111001879;0,0111001879;0,0223758519;1;0,019;1;0,0163;1;0,017;1;0,014;0,3444;0,3444;0,3737;0;0,0059;1;0,8598;0;0,0079;0;0,0124;7,8925;11,9671;7,8925;3,3303;3,535;3,2917;0;2,9539
0,0111001879;0,0111001879;0,0224994421;1;0,0186;1;0,0134;1;0,0116;0;0,0084;0,3455;0,3635;0,3455;1;0,6733;0;0,0146;1;0,5765;0;0,114;7,9053;12,3992;7,9053;6,217;0,0278;0,0107;0;0,007
0,0111018419;0,0111018419;0,0339610875;1;0,0253;0;0,0026;1;0,0207;1;0,0174;0,346;0,346;0,3729;0;0,0075;0;0,0048;0;0,0047;0;0,0028;7,91;24,6284;7,91;6,2423;5,448;0,0114;0;5,0924
0,0111018419;0,0111018419;0,0254330039;1;0,0283;1;0,0213;1;0,0171;1;0,0161;0,3475;0,4483;0,3475;0;0,0096;0;0,0053;0;0,0019;0;0,0016;7,9521;15,448;7,9521;4,7446;0,0266;1,9732;0;1,8174
0,0111018419;0,0111018419;0,0308410823;1;0,0174;1;0,0156;1;0,0156;1;0,015;0,3478;0,3478;0,4245;0;0,0042;1;0,51;0;0,0022;0;0,0144;7,9865;13,5739;7,9865;8,3612;6,7172;5,2755;0;0,0306
0,0111018419;0,0111018419;0,0451168418;1;0,0149;1;0,0119;0;0,0107;0;0,0097;0,3479;0,3479;0,5152;0;0,0227;0;0,0128;1;0,9504;0;0,0123;8,0448;15,723;8,0448;4,0522;0,0064;3,6792;0;3,5123
0,0111018419;0,0111018419;0,0376065075;1;0,0223;1;0,0184;1;0,016;1;0,0142;0,3482;0,354;0,3482;0;0,044;1;0,6883;0;0,0017;0;0,0019;8,061;16,5886;8,061;5,7847;0,0176;2,9889;0;0,0035
0,011400193;0,011400193;0,0365816355;1;0,0325;1;0,0273;1;0,0248;1;0,0236;0,3496;0,3496;0,403;1;1,0513;1;1,0553;0;0,0029;1;0,9275;8,0939;13,356;8,0939;7,6819;7,1332;5,8254;0;5,6381
0,011400193;0,011400193;0,0291659832;1;0,0225;1;0,0201;1;0,019;1;0,018;0,3505;0,36;0,3505;0;0,0324;1;0,3723;1;0,4695;0;0,0046;8,1328;10,9794;8,1328;4,4066;3,9152;3,3459;0;3,2522
0,011400193;0,011400193;0,0474776924;1;0,0141;1;0,0117;0;0,0108;0;0,0112;0,3513;0,3513;0,5266;0;0,0024;0;0,0232;1;0,6221;1;0,5226;8,1729;26,644;8,1729;4,8618;4,2262;0,0208;0;0,1053
0,011400193;0,011400193;0,0341471732;1;0,0289;1;0,0284;1;0,0246;1;0,0225;0,3514;0,3688;0,3514;0;0,0307;0;0,0082;1;0,459;0;0,0022;8,205;12,3809;8,205;5,4377;4,14;0,0432;0;3,3366
0,011400193;0,011400193;0,0318439901;1;0,0222;1;0,0158;1;0,0133;0;0,0114;0,3543;0,3543;0,3659;0;0,0139;0;0,0597;0;0,0243;1;0,8445;8,2395;18,9258;8,2395;5,4383;5,0322;4,9324;0;4,3677
0,0114011168;0,0114011168;0,0336859971;0;0,0065;1;0,0143;1;0,0129;1;0,0121;0,3556;0,3556;0,3738;0;0,0134;0;0,0048;0;0,013;0;0,0026;8,2582;22,4596;8,2582;0,0162;5,6504;4,9536;0;4,9587
0,0114018917;0,0114018917;0,0382726192;1;0,0291;0;0,0059;0;0,0019;1;0,02;0,3571;0,3762;0,3571;0;0,0079;0;0,0152;0;0,0077;0;0,0103;8,3047;14,3597;8,3047;4,9169;4,282;3,932;0;3,3021
0,0114018917;0,0114018917;0,0287116766;1;0,0166;1;0,0147;0;0,0111;0;0,0099;0,3575;0,3575;0,472;1;1,1564;1;1,1564;1;0,5443;1;0,9613;8,3372;21,0908;8,3372;5,9578;0,0183;0,0145;0;3,9349
