inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-5-samples;inf-norm-Clever-20-samples;inf-norm-Clever-100-samples;;inf-norm-Clever-1024-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;;2-norm-Clever-5-samples;;2-norm-Clever-20-samples;;2-norm-Clever-100-samples;;2-norm-Clever-1024-samples;1-norm-min-adv-dist;1-norm-PGD-dist;1-norm-sec-att-dist;1-norm-Clever-5-samples;1-norm-Clever-20-samples;1-norm-Clever-100-samples;;1-norm-Clever-1024-samples
0,0063001066;0,0063001066;0,0141473562;0,0047;0,0033;0,0023;0;0,0019;0,1758;0,2236;0,1758;1;0,3266;1;0,2653;1;0,2119;1;0,185;4,2347;6,0619;4,2347;0,0171;0,0069;0,0044;0;0,0111
0,0063001066;0,0063001066;0,0278394222;0,0078;0,0072;0,0064;0;0,0062;0,1761;0,1842;0,1761;1;0,2094;1;0,1768;0;0,1619;0;0,1396;4,2846;12,6107;4,2846;0,01;0,0051;0,0102;0;0,0077
0,0063001066;0,0063001066;0,0115042925;0,0035;0,0041;0,0036;0;0,0027;0,177;0,2191;0,177;0;0,166;0;0,1156;0;0,111;0;0,0924;4,2941;4,2941;5,0034;0,0082;0,0028;0,005;0;0,301
0,0063010454;0,0063010454;0,0129977614;0,0043;0,0038;0,0025;0;0,0022;0,1783;0,1783;0,2828;1;0,1845;0;0,1393;0;0,1242;0;0,099;4,3514;6,2565;4,3514;0,0075;0,0334;0,0176;0;0,0053
0,0066001117;0,0066001117;0,0256549418;0,0119;0,0103;0,0098;1;0,0077;0,1795;0,1852;0,1795;0;0,1611;0;0,1661;0;0,1282;0;0,1208;4,3725;6,8581;4,3725;0,005;0,009;0,003;0;0,0021
0,0066001117;0,0066001117;0,0136794448;0,009;0,0078;0,0068;0;0,0064;0,1801;0,2038;0,1801;0;0,1558;0;0,1404;0;0,1259;0;0,122;4,3879;7,2604;4,3879;0,7331;0,33;0,3773;0;0,31
0,0066001117;0,0066001117;0,0153718293;0,006;0,0057;0,0053;0;0,0038;0,1812;0,1812;0,3691;1;0,2098;1;0,1919;1;0,1882;0;0,1725;4,3986;7,3559;4,3986;0,7351;0,6133;0,5013;0;0,4565
0,0066001117;0,0066001117;0,0169176534;0,0062;0,0057;0,0055;0;0,0047;0,1856;0,1856;0,1904;0;0,0207;0;0,0338;0;0,0061;0;0,0108;4,439;6,5888;4,439;0,0733;0,0118;0,0054;0;0,0076
0,0066001117;0,0066001117;0,0172019601;0,0077;0,0073;0,0068;0;0,0065;0,1868;0,217;0,1868;1;0,247;1;0,2057;1;0,2095;1;0,2027;4,457;9,9776;4,457;0,003;0,853;0,0177;0;0,0082
0,0066001117;0,0066001117;0,0247303545;0,0065;0,0065;0,0063;0;0,0054;0,1869;0,1869;0,2061;0;0,0059;1;0,1989;0;0,1645;0;0,1548;4,4903;7,0327;4,4903;0,0392;0,0197;0,0059;0;0,0033
0,0066001117;0,0066001117;0,0167295635;0,008;0,0072;0,0072;0;0,0059;0,1886;0,2179;0,1886;1;0,2595;1;0,2277;1;0,2291;0;0,0103;4,5117;10,9661;4,5117;0,0141;0,0161;0,016;0;0,0103
0,0066001117;0,0066001117;0,0173034072;0,0052;0,0047;0,0041;0;0,0039;0,1907;0,2811;0,1907;0;0,1775;0;0,181;0;0,1566;0;0,1544;4,5227;5,64;4,5227;1,1976;0,5446;0,6136;0;0,0059
0,0066001117;0,0066001117;0,0209015012;0,0077;0,0062;0,0062;0;0,0058;0,1924;0,2092;0,1924;0;0,01;1;0,2925;0;0,0041;0;0,0277;4,5485;7,9136;4,5485;0,0105;0,0144;0,011;0;0,0073
0,0066001117;0,0066001117;0,0199671984;0,0043;0,0041;0,0041;0;0,0038;0,193;0,2141;0,193;0;0,016;0;0,0101;0;0,0412;1;0,2397;4,598;4,8754;4,598;0,0128;0,0063;1,2346;0;0,0042
0,0066001117;0,0066001117;0,0214668661;0,0071;0,0067;0,0048;0;0,0046;0,1956;0,1956;0,2077;1;0,2373;1;0,1982;0;0,1804;0;0,1673;4,6858;9,1881;4,6858;1,3081;1,4242;0,0082;0;0,0087
0,0066001117;0,0066001117;0,017377466;0,007;0,0052;0,006;0;0,0051;0,196;0,196;0,757;1;0,3701;0;0,0036;1;0,2763;1;0,2557;4,6974;8,5805;4,6974;0,0028;0,0054;0,0016;0;0,0065
0,0066003203;0,0066003203;0,0239228904;0,0086;0,0088;0,0076;1;0,0071;0,198;0,198;0,2089;1;0,2304;1;0,2019;0;0,1739;0;0,166;4,721;8,5118;4,721;0,0124;0,0063;0,0112;0;0,0431
0,0066010952;0,0066010952;0,0133450478;0,0055;0,0047;0,0033;0;0,0024;0,1984;0,2314;0,1984;1;0,222;1;0,2035;0;0,1679;0;0,1677;4,7232;10,1846;4,7232;0,0095;0,0096;0,0149;0;0,0081
0,0069001168;0,0069001168;0,0168752223;0,0089;0,0083;0,007;0;0,0055;0,1988;0,1988;0,2189;1;0,3622;0;0,0117;0;0,0049;0;0,0017;4,7349;8,0813;4,7349;0,0113;0,005;0,0031;0;0,005
0,0069001168;0,0069001168;0,0228002071;0,0081;0,0072;0,0063;0;0,0052;0,1991;0,242;0,1991;0;0,1641;0;0,1607;0;0,1433;0;0,1397;4,7776;12,0593;4,7776;2,0015;0,0178;0,271;0;0,0096
0,006901145;0,006901145;0,0217058659;0,0075;0,0071;0,0065;0;0,0063;0,1991;0,2524;0,1991;1;0,2386;1;0,2232;1;0,212;1;0,2025;4,7797;7,4186;4,7797;1,8064;0,0516;1,0267;0;0,0055
0,0071997941;0,0071997941;0,0092310905;0,0021;0,0021;0,0016;0;0,0016;0,1997;0,1997;0,265;0;0,0098;1;0,2687;1;0,2483;0;0,0118;4,8454;10,7253;4,8454;0,0276;0,0196;0,0051;0;0,7524
0,0072001219;0,0072001219;0,0145989656;0,0099;0,0085;0,0065;0;0,0065;0,2001;0,2508;0,2001;1;0,4498;1;0,3823;1;0,3658;1;0,3202;4,8782;7,2382;4,8782;0,0118;0,0071;0,0171;0;0,3792
0,0072001219;0,0072001219;0,0166208446;0,0084;0,0089;0,0088;1;0,0082;0,2001;0,2001;0,2384;0;0,0092;0;0,0095;1;0,3445;0;0,0107;4,9234;11,4547;4,9234;0,02;0,0037;0,0064;0;0,0279
0,0072001219;0,0072001219;0,011223048;0,0039;0,0036;0,0029;0;0,0028;0,2011;0,2232;0,2011;0;0,0508;0;0,002;0;0,0111;0;0,0047;4,9306;8,4245;4,9306;0,0489;0,0387;0,0102;0;0,0109
0,0072001219;0,0072001219;0,0174888074;0,0091;0,0084;0,0079;0;0,0071;0,2031;0,2587;0,2031;1;0,26;1;0,2766;0;0,1785;0;0,1834;4,9543;7,0229;4,9543;0,0134;0,0111;0,0089;0;0,842
0,0072001219;0,0072001219;0,0149655491;0,0052;0,0048;0,0037;0;0,0023;0,2036;0,2036;0,2525;1;0,3111;0;0,0189;1;0,2719;1;0,2524;5,0074;6,6475;5,0074;0,0154;0,0133;0,0056;0;0,0056
0,0072001219;0,0072001219;0,018149972;0,0103;0,0088;0,0082;1;0,0076;0,2036;0,2036;0,208;0;0,1989;0;0,1809;0;0,1591;0;0,1575;5,1016;8,0986;5,1016;0,0144;0,033;0,0089;0;1,2004
0,0072001219;0,0072001219;0,0200346112;0,0079;0,0068;0,0057;0;0,0053;0,2041;0,2391;0,2041;1;0,3148;1;0,2981;1;0,262;1;0,2325;5,1236;8,5718;5,1236;0,0183;0,0399;0,0071;0;0,0026
0,0072011948;0,0072011948;0,0162520111;0,0028;0,0024;0,0025;0;0,0021;0,2041;0,2354;0,2041;1;0,3992;0;0,0078;1;0,3155;1;0,2301;5,1297;11,0526;5,1297;0,0044;0,003;0,0009;0;1,0184
0,0072011948;0,0072011948;0,0335964262;0,009;0,0084;0,0082;0;0,0072;0,2048;0,2048;0,2132;1;0,2406;1;0,2619;1;0,2127;0;0,2029;5,1415;8,0514;5,1415;0,0132;0,005;0,0113;0;0,0199
0,0072011948;0,0072011948;0,0295346379;0,0081;0,0064;0,0055;0;0,0043;0,2058;0,2174;0,2058;1;0,3428;1;0,3249;1;0,2763;1;0,2551;5,1596;8,3035;5,1596;0,0395;0,0035;0,0072;0;0,6314
0,007500127;0,007500127;0,0125107467;0,0035;0,003;0,0027;0;0,0023;0,2066;0,2066;0,3078;1;0,2614;1;0,2418;1;0,2577;1;0,2166;5,1613;11,9454;5,1613;0,9121;0,8457;0,5428;0;0,4434
0,007500127;0,007500127;0,0200806856;0,0057;0,0054;0,0055;0;0,0049;0,207;0,207;0,239;1;0,3296;1;0,2913;1;0,2574;1;0,2591;5,1802;10,1356;5,1802;0,0378;0,0203;0,0177;0;0,0079
0,007500127;0,007500127;0,0161035657;0,0138;0,0092;0,0091;0;0,0075;0,208;0,208;0,2678;0;0,0372;0;0,0361;0;0,0327;0;0,0321;5,2183;7,1793;5,2183;0,0384;0,0275;0,0084;0;0,0298
0,007500127;0,007500127;0,0130024552;0,0033;0,0035;0,0031;0;0,0023;0,2095;0,2095;0,2916;0;0,157;0;0,1468;0;0,112;0;0,0934;5,2341;8,7955;5,2341;0,934;0,6906;0,59;0;0,4781
0,0075012445;0,0075012445;0,0248348564;0,0101;0,0085;0,0085;1;0,0077;0,2098;0,2098;0,2701;1;0,2405;0;0,1711;0;0,157;0;0,1265;5,2418;8,5541;5,2418;0,0066;0,0105;0,0139;0;0,2538
0,0075012445;0,0075012445;0,0199499875;0,0086;0,0083;0,0074;0;0,0057;0,2114;0,2114;0,367;1;0,3198;0;0,0453;1;0,2941;0;0,013;5,2425;5,2425;5,5353;0,0109;0,025;0,0153;0;0,0008
0,0075012445;0,0075012445;0,0217362642;0,0082;0,0079;0,0076;0;0,0071;0,2119;0,2119;0,2682;1;0,3238;1;0,3007;1;0,2503;1;0,2465;5,2514;20,1376;5,2514;0,0061;0,0108;0,0131;0;0,0724
0,0075012445;0,0075012445;0,0159449577;0,0089;0,0063;0,0064;0;0,0056;0,2129;0,2918;0,2129;1;0,3203;0;0,002;1;0,2467;1;0,2526;5,2578;16,4346;5,2578;0,0228;0,0344;0,4812;0;0,0143
0,0075012445;0,0075012445;0,020844534;0,0079;0,0068;0,0062;0;0,0055;0,2136;0,2136;0,2639;0;0,1902;0;0,1748;0;0,1613;0;0,1548;5,3215;9,9307;5,3215;0,0134;0,0038;0,0167;0;0,0027
0,0075012445;0,0075012445;0,0258875489;0,0106;0,0092;0,0087;1;0,008;0,2137;0,2137;0,2874;1;0,3101;1;0,2882;1;0,2612;1;0,2511;5,3251;7,486;5,3251;0,0142;0,0126;0,011;0;0,0315
0,0075012445;0,0075012445;0,0302810073;0,0078;0,008;0,0067;0;0,0067;0,2145;0,2205;0,2145;1;0,5535;1;0,49;0;0,0112;0;0,002;5,3262;5,7113;5,3262;0,0148;0,0028;0,0739;0;0,0044
0,0075012445;0,0075012445;0,0171146393;0,0066;0,0057;0,0054;0;0,0042;0,2149;0,2149;0,2574;1;0,2359;1;0,2788;0;0,0032;1;0,2417;5,3384;8,078;5,3384;0,001;0,0078;0,0088;0;0,0047
0,007800132;0,007800132;0,0310406983;0,0099;0,0082;0,0078;0;0,0072;0,2155;0,2155;0,262;0;0,0229;1;0,3226;0;0,0187;0;0,0138;5,3509;7,5227;5,3509;0,9746;0,9667;0,005;0;0,482
0,007800132;0,007800132;0,0132870674;0,0069;0,0042;0,0035;0;0,0034;0,2173;0,2929;0,2173;0;0,0089;0;0,0104;1;0,3946;1;0,3489;5,4225;8,3659;5,4225;0,0038;0,0032;0,8471;0;0,6984
0,0078012943;0,0078012943;0,0198837817;0,0083;0,0074;0,0064;0;0,0059;0,2175;0,2175;0,28;1;0,3039;1;0,2764;0;0,0199;0;0,0029;5,4727;6,5532;5,4727;1,392;0,0074;0,0036;0;0,0122
0,0078012943;0,0078012943;0,0193747878;0,0106;0,0095;0,0089;1;0,0082;0,2178;0,2178;0,2714;0;0,2044;0;0,175;0;0,1791;0;0,1818;5,5199;10,5751;5,5199;0,0261;0,0155;0,1675;0;0,4923
0,0078012943;0,0078012943;0,0125681758;0,004;0,0029;0,0032;0;0,0028;0,2184;0,2723;0,2184;0;0,0188;0;0,0072;0;0,0122;0;0,0043;5,5581;8,4263;5,5581;0,0101;0,0068;0,0109;0;0,0076
0,0078012943;0,0078012943;0,0169993043;0,0115;0,0098;0,0096;1;0,0085;0,2208;0,2208;0,3115;0;0,2127;1;0,2263;0;0,1704;0;0,1677;5,6241;8,0698;5,6241;0,0097;0,0125;0,0047;0;0,5535
0,0081001371;0,0081001371;0,0141246319;0,0025;0,0024;0,0022;0;0,0017;0,2233;0,2233;0,2277;0;0,0044;0;0,0025;1;0,293;0;0,1273;5,6362;14,2458;5,6362;0,0639;0,0151;0,0161;0;0,0049
0,0081001371;0,0081001371;0;0,0089;0,0077;0,0077;0;0,0071;0,2241;0,2241;0,3193;1;0,2597;1;0,2418;0;0,2006;0;0,0035;5,7645;12,8784;5,7645;1,9961;0,01;0,8943;0;0,0104
0,0081001371;0,0081001371;0,0189676136;0,0088;0,0077;0,0075;0;0,0061;0,2279;0,2353;0,2279;1;0,2348;0;0,2225;0;0,1948;0;0,1861;5,8856;7,7199;5,8856;0,018;0,0091;0,0026;0;0,0036
0,0081001371;0,0081001371;0,0218055844;0,0143;0,0129;0,0119;1;0,0108;0,2319;0,2319;0,2402;1;0,3397;1;0,2401;1;0,2761;0;0,014;5,9068;9,3327;5,9068;0,0801;0,0115;0,0036;0;0,0054
0,0081001371;0,0081001371;0,0212471783;0,0131;0,0116;0,011;1;0,0094;0,2326;0,2326;0,2352;0;0,129;0;0,1285;0;0,1149;0;0,1111;5,9226;10,7154;5,9226;0,0104;0,8085;0,5448;0;0,5518
0,0081001371;0,0081001371;0,0285334289;0,0163;0,0125;0,013;1;0,0117;0,2329;0,2329;0,2658;1;0,4277;0;0,0164;0;0,0051;1;0,2855;5,9526;8,1839;5,9526;0,0072;0,017;0,0202;0;0,0037
0,0081013441;0,0081013441;0,019631952;0,0057;0,0057;0,0036;0;0,0037;0,2339;0,2339;0,3191;0;0,1211;0;0,1286;0;0,1065;0;0,0811;5,9674;9,519;5,9674;0,0075;0,0037;0,2645;0;0,778
0,0081013441;0,0081013441;0,0258924365;0,0149;0,0105;0,0111;1;0,0106;0,235;0,2583;0,235;1;0,2944;1;0,2815;1;0,2695;1;0,2467;5,9734;9,6686;5,9734;0,0043;0,6562;0,0415;0;0,0058
0,0084001422;0,0084001422;0,0192989409;0,0102;0,0102;0,0076;0;0,0076;0,2371;0,2371;0,255;1;0,2406;0;0,1628;0;0,2247;0;0,1856;5,9997;11,6287;5,9997;0,5932;0,0054;0,0241;0;0,0093
0,0084001422;0,0084001422;0,0243932903;0,0092;0,0085;0,0074;0;0,0066;0,2372;0,2526;0,2372;1;0,3323;0;0,0079;1;0,2813;1;0,2731;6,0169;9,0061;6,0169;2,3142;0,0068;0,0148;0;1,1249
0,0084001422;0,0084001422;0,0263157487;0,0111;0,0102;0,0092;1;0,0095;0,2382;0,2382;0,3646;1;0,3976;0;0,0021;1;0,3536;1;0,327;6,0192;8,7496;6,0192;0,009;0,0076;0,0199;0;1,4767
0,008400619;0,008400619;0,0131473541;0,0024;0,002;0,0018;0;0,0016;0,2401;0,2401;0,2431;1;0,3584;1;0,2814;1;0,2447;0;0,2234;6,045;7,8437;6,045;0,0068;1,1346;0,0046;0;0,0045
0,008400619;0,008400619;0,0176211819;0,0103;0,0096;0,0087;1;0,0088;0,2403;0,3015;0,2403;1;0,3412;1;0,2706;1;0,2429;0;0,2159;6,0584;7,5682;6,0584;0,018;0,3455;0,0055;0;0,6301
0,0084013939;0,0084013939;0,0147024989;0,0081;0,007;0,0053;0;0,0053;0,2425;0,2425;0,2758;0;0,0034;0;0,0131;1;0,3783;0;0,009;6,0612;8,5713;6,0612;0,0197;0,0071;0,0238;0;0,0056
0,0084013939;0,0084013939;0,0155035853;0,0066;0,0056;0,0051;0;0,0048;0,2426;0,2426;0,3245;0;0,0132;0;0,0339;1;0,3154;0;0,0148;6,1636;7,8498;6,1636;1,0503;0,0082;0,0128;0;0,0199
0,0084013939;0,0084013939;0,0101623535;0,0011;0,0012;0,0011;0;0,0011;0,2427;0,2427;0,2453;0;0,1698;0;0,1829;0;0,1599;0;0,1292;6,2199;11,0922;6,2199;0,0367;0,009;0,0061;0;0,0076
0,0087001473;0,0087001473;0,0165881515;0,0087;0,0083;0,0077;0;0,0067;0,2455;0,2455;0,3123;1;0,3407;1;0,2506;1;0,2594;0;0,2269;6,3598;9,2718;6,3598;0,0094;0,0151;0,0196;0;0,0096
0,0087001473;0,0087001473;0,0198337138;0,0046;0,0056;0,0056;0;0,0041;0,2455;0,2455;0,4193;0;0,0668;0;0,0158;1;0,4111;0;0,0015;6,4193;9,0738;6,4193;0,0056;0,015;0,0126;0;0,6719
0,0087001473;0,0087001473;0,0205954313;0,0042;0,0038;0,0036;0;0,0036;0,2458;0,2458;0,2482;1;0,3554;0;0,0048;0;0,0045;1;0,247;6,4571;11,1376;6,4571;0,0183;0,0027;0,8488;0;0,0023
0,0087001473;0,0087001473;0,0196143985;0,0114;0,0104;0,0084;0;0,007;0,2463;0,2463;0,2953;1;0,3173;1;0,2636;1;0,2665;0;0,2267;6,6236;6,6236;7,7163;0,0095;0,0195;0,0043;0;0,0063
0,0087014437;0,0087014437;0,0248333514;0,0102;0,0103;0,0099;0;0,0087;0,2473;0,2473;0,2703;0;0,0486;1;0,3502;1;0,2562;1;0,2726;6,6616;16,2578;6,6616;0,0043;0,0055;0,0212;0;0,0091
0,0087014437;0,0087014437;0,0174571276;0,0054;0,0053;0,005;0;0,0047;0,2483;0,2775;0,2483;1;0,3035;0;0,2429;0;0,2324;0;0,1992;6,7309;14,4489;6,7309;0,0206;0,0018;0,0069;0;0,0094
0,0090001523;0,0090001523;0,0212148726;0,0089;0,0087;0,0057;0;0,006;0,2486;0,2486;0,2944;0;0,0083;0;0,0132;0;0,0234;0;0,0067;6,8177;9,7231;6,8177;0,0118;1,1023;0,0033;0;0,0093
0,0090001523;0,0090001523;0,0114931464;0,0026;0,0028;0,0025;0;0,0023;0,2501;0,2501;0,3915;0;0,0149;1;0,2805;0;0,0064;0;0,0025;6,9276;6,9276;8,7981;0,0151;0,011;0,0164;0;0,0033
0,0090001523;0,0090001523;0,0194585621;0,0069;0,0067;0,006;0;0,0053;0,2506;0,2506;0,2765;0;0,0178;0;0,0025;0;0,017;1;0,2595;6,9746;8,8621;6,9746;0,0096;0,0053;0,1988;0;0,0151
0,0093001574;0,0093001574;0,0162870139;0,0143;0,0136;0,0123;1;0,0114;0,251;0,251;0,3038;0;0,0212;1;0,3016;0;0,0044;0;0,0577;6,9753;10,261;6,9753;0,0272;0,027;0,0109;0;0,043
0,0093001574;0,0093001574;0,0176463127;0,0082;0,0085;0,0075;0;0,0066;0,252;0,252;0,3084;0;0,0092;0;0,0398;0;0,0051;0;0,0019;7,0728;8,658;7,0728;0,0136;0,009;0,0069;0;0,0033
0,0093001574;0,0093001574;0,0471673012;0,0125;0,0123;0,0112;1;0,0106;0,2531;0,2945;0,2531;1;0,4523;0;0,0174;1;0,2943;1;0,3282;7,0863;10,2709;7,0863;0,0134;2,6324;0,0144;0;0,0117
0,0093001574;0,0093001574;0,0142941028;0,0106;0,0102;0,0093;0;0,0081;0,2543;0,2642;0,2543;0;0,2138;0;0,1656;0;0,165;0;0,141;7,2557;8,4477;7,2557;0,0051;0,0061;0,0091;0;0,0053
0,0093001574;0,0093001574;0,0175975561;0,0102;0,0087;0,0076;0;0,0076;0,2575;0,2575;0,2916;1;0,4666;0;0,0075;0;0,0049;0;0,0061;7,4069;10,559;7,4069;0,9384;0,6769;0,0052;0;0,4977
0,0093015432;0,0093015432;0,0276859999;0,0071;0,0072;0,0069;0;0,0064;0,2603;0,2603;0,2821;0;0,22;0;0,2289;0;0,2031;0;0,184;7,4154;13,6108;7,4154;1,5059;1,3606;0,0046;0;0,0017
0,0093015432;0,0093015432;0,018270418;0,0112;0,0092;0,009;0;0,0078;0,2651;0,3285;0,2651;0;0,264;0;0,2415;0;0,2084;0;0,2018;7,4686;11,5869;7,4686;2,5065;0,0072;0,0042;0;0,0062
0,0093015432;0,0093015432;0,0171665847;0,0078;0,0068;0,0054;0;0,0048;0,2656;0,2656;0,3172;0;0,0229;0;0,0091;0;0,0057;0;0,008;7,4903;11,1177;7,4903;0,0174;0,0045;0,0075;0;0,0161
0,009601593;0,009601593;0,022655338;0,0104;0,01;0,0095;0;0,0091;0,2659;0,2659;0,2921;1;0,3431;1;0,3006;0;0,2586;0;0,2336;7,5017;13,2406;7,5017;0,0334;0,0075;0,0108;0;0,0059
0,0099001676;0,0099001676;0,0184125602;0,0104;0,0098;0,0093;0;0,0087;0,2685;0,2685;0,2896;1;0,3108;1;0,2728;1;0,2707;0;0,2511;7,5394;7,5394;7,6499;1,8295;0,006;0,6413;0;0,0197
0,0099001676;0,0099001676;0,0187862515;0,0098;0,0062;0,0067;0;0,0066;0,2712;0,3411;0,2712;1;0,546;0;0,0047;0;0,0052;1;0,4391;7,5664;11,1027;7,5664;0,0125;0,0241;0,0598;0;0,0054
0,0099001676;0,0099001676;0,0171179175;0,0054;0,0052;0,0047;0;0,0046;0,2733;0,2881;0,2733;0;0,0441;0;0,0083;0;0,0041;0;0,0112;7,6322;8,7919;7,6322;0,008;0,0076;0,0128;0;0,0153
0,0099001676;0,0099001676;0,0172346532;0,0077;0,0076;0,0074;0;0,0068;0,2776;0,3262;0,2776;0;0,0184;0;0,0109;0;0,0037;0;0,0092;7,6881;9,5474;7,6881;0,0086;0,0106;0,0086;0;0,0138
0,0099001676;0,0099001676;0,0283989608;0,0158;0,0153;0,0142;1;0,0133;0,2828;0,2828;0,3819;0;0,0108;0;0,0033;1;0,352;0;0,2527;7,6929;9,5658;7,6929;0,0383;0,0144;0,0395;0;0,0235
0,0102001727;0,0102001727;0,0214179754;0,0056;0,0052;0,0052;0;0,0048;0,2846;0,2846;0,5408;0;0,0967;0;0,1867;0;0,1813;0;0,1741;7,6995;13,2292;7,6995;0,0511;0,0169;0,0221;0;0,0204
0,0102016926;0,0102016926;0,0373130441;0,0159;0,0137;0,0129;1;0,0124;0,2851;0,2851;0,3444;0;0,139;0;0,1111;0;0,1143;0;0,0926;7,7303;16,5088;7,7303;0,006;0,0385;0,0056;0;0,0059
0,0102016926;0,0102016926;0,0173590183;0,011;0,0096;0,0086;0;0,0074;0,286;0,3125;0,286;0;0,0105;0;0,0244;1;0,3912;0;0,0102;7,7599;17,0671;7,7599;0,0159;0,0108;0,0043;0;0,0049
0,0102016926;0,0102016926;0,0305832922;0,0109;0,0103;0,0097;0;0,009;0,287;0,3614;0,287;1;0,4054;0;0,0052;1;0,3464;1;0,311;7,7651;7,7651;8,4491;0,0031;0,0128;0,0155;0;0,7322
0,0105001777;0,0105001777;0,0238268673;0,0051;0,02;0,0183;1;0,0177;0,2896;0,3713;0,2896;0;0,1299;0;0,1553;0;0,1266;0;0,0924;7,7932;9,2344;7,7932;0,036;0,0103;0,007;0;0,0059
0,0105001777;0,0105001777;0,0181143284;0,0063;0,005;0,0041;0;0,0035;0,2897;0,3824;0,2897;0;0,232;0;0,2286;0;0,186;0;0,182;7,8774;10,3812;7,8774;0,0035;0,0128;0,0007;0;0,7054
0,0108001828;0,0108001828;0,015414387;0,0059;0,0053;0,0051;0;0,0048;0,2903;0,2903;0,4397;0;0,0075;0;0,0085;0;0,006;0;0,0016;7,9245;16,967;7,9245;0,0105;0,027;0,0051;0;0,0323
0,0108001828;0,0108001828;0,0201654471;0,0069;0,0046;0,0045;0;0,0039;0,2905;0,2971;0,2905;0;0,2088;0;0,1877;0;0,1621;0;0,1476;8,0008;9,6878;8,0008;0,0088;0,0094;0,3996;0;0,0061
0,0108001828;0,0108001828;0,014383018;0,0031;0,0027;0,0021;0;0,0022;0,2954;0,2954;0,3635;1;0,5047;0;0,0088;0;0,0033;1;0,3656;8,0128;11,9002;8,0128;0,0053;0,0184;0,0092;0;0,0149
0,0108001828;0,0108001828;0,0402613133;0,0178;0,0167;0,0156;1;0,0148;0,2957;0,3883;0,2957;1;0,3999;1;0,3468;1;0,3362;0;0,2575;8,0827;9,162;8,0827;0,0074;0,0049;0,01;0;0,0178
0,0108002424;0,0108002424;0,0261943638;0,0119;0,0115;0,0102;0;0,01;0,2958;0,3235;0,2958;1;0,3378;0;0,289;0;0,0025;0;0,232;8,168;8,168;11,8779;0,9462;0,7721;0,603;0;0,6103
0,0108010173;0,0108010173;0,0126967281;0,0028;0,0025;0,0021;0;0,0017;0,2967;0,2982;0,2967;0;0,1676;0;0,0063;0;0,0069;0;0,0058;8,1819;9,0888;8,1819;1,1963;0,0122;0,0161;0;0,9148
0,0108017921;0,0108017921;0,032294035;0,0098;0,0094;0,0092;0;0,0088;0,2977;0,3875;0,2977;0;0,0154;0;0,0388;0;0,0045;0;0,003;8,2553;13,6884;8,2553;0,0195;0,0173;0,0104;0;0,0424
0,0108017921;0,0108017921;0,0210769773;0,0087;0,0077;0,0068;0;0,0061;0,3009;0,3955;0,3009;1;0,3488;1;0,3717;1;0,3465;1;0,3118;8,3053;9,284;8,3053;0,0052;0,006;0,011;0;0,0078
0,0111001879;0,0111001879;0,0240908265;0,014;0,0124;0,0119;0;0,011;0,3033;0,3033;0,3874;1;0,3997;0;0,0231;0;0,0657;0;0,2786;8,3284;14,7681;8,3284;0,0169;0,0085;0,0183;0;0,0035
0,0111002922;0,0111002922;0,0137571394;0,0046;0,0031;0,003;0;0,0025;0,3048;0,3049;0,3048;0;0,0061;0;0,0099;0;0,0085;0;0,0059;8,3585;15,1459;8,3585;0,0447;0,0394;0,0473;0;0,0079
0,011400193;0,011400193;0,0275769979;0,0176;0,0172;0,0164;1;0,0161;0,3053;0,3053;0,3075;0;0,0273;1;0,3178;0;0,2083;0;0,1864;8,4213;14,0161;8,4213;6,0666;0,0105;0,0309;0;0,0477
0,011400193;0,011400193;0,0319465101;0,0165;0,0157;0,0149;1;0,0138;0,308;0,3695;0,308;0;0,0107;0;0,0134;0;0,0083;0;0,0111;8,4625;17,7969;8,4625;0,0243;0,0202;0,016;0;0,0177
0,0114018917;0,0114018917;0,0159934163;0,0063;0,0047;0,0045;0;0,0043;0,3095;0,4231;0,3095;1;0,5489;0;0,0141;0;0,0032;0;0,0019;8,5585;12,1894;8,5585;1,3589;0,9127;0,6551;0;0,0066
0,0117001981;0,0117001981;0,0254300535;0,0153;0,0147;0,0148;1;0,0142;0,3097;0,3527;0,3097;0;0,2005;0;0,1715;0;0,1652;0;0,1444;8,705;13,3656;8,705;0,0065;0,0079;0,7546;0;0,0079
0,0117011666;0,0117011666;0,0316329896;0,0129;0,0136;0,0129;1;0,0126;0,3108;0,3207;0,3108;1;0,3246;1;0,3154;0;0,2865;0;0,2563;8,7394;15,8629;8,7394;0,0173;0,0142;0,0074;0;0,0053
0,011961475;0,0174028873;0,011961475;0,0028;0,0026;0,0025;0;0,0023;0,3126;0,3392;0,3126;0;0,011;0;0,0201;0;0,0044;0;0,0175;8,8628;14,4439;8,8628;0,0104;0,0236;0,0257;0;3,7785
0,0120002031;0,0120002031;0,021869868;0,0104;0,0109;0,0098;0;0,0095;0,3174;0,3174;0,3546;0;0,0225;1;0,523;0;0,0071;0;0,0056;8,8767;10,2903;8,8767;0,0064;0,0186;0,0072;0;0,008
0,0120002031;0,0120002031;0,0214963406;0,0077;0,0068;0,007;0;0,0063;0,3197;0,4283;0,3197;0;0,0163;0;0,0095;0;0,0059;0;0,0188;8,9088;26,7205;8,9088;0,0105;0,0172;0,0372;0;0,0072
